registro,Ener_1_mean_50,Ener_1_variance_50,Ener_2_mean_50,Ener_2_variance_50,Ener_3_mean_50,Ener_3_variance_50,Ener_5_mean_50,Ener_5_variance_50,Ener_6_mean_50,Ener_6_variance_50,Ener_7_mean_50,Ener_7_variance_50
1185,81.11584705084944,3.888056986642047,120.52301519666057,25.268959105125898,20.14239775306509,0.2288215222287654,20.081092109198977,0.024414596778713226,886.9499801431205,0.919144110305443,523.2530889888436,1.041550011491518
1186,81.15700066353143,3.666871848793696,120.69732369265147,23.500217385365872,20.108360904015004,0.2504809277829477,20.075834348564307,0.026231018435054727,886.8720259392061,0.8197813346990661,523.24551607782,1.0348963436903402
1187,81.15717455199439,3.666849823703269,120.8770026396088,23.58379166558696,20.116654772691415,0.2524797821075412,20.0716030175813,0.02813553265013373,886.8046635416882,0.7372533983493846,523.2724277044771,1.0766434875630368
1188,81.17567771402632,3.6455165449340745,120.92346642125045,23.456672394498703,20.143456112495084,0.26502527145099464,20.067784504016863,0.03008510098120667,886.7452755480139,0.693119020030901,523.3003620237431,1.0943714914999374
1189,81.20684721033408,3.7198231945588027,121.14070616339151,22.061011247828638,20.166377754292046,0.26777947474005964,20.062382996244743,0.032900718462861765,886.6817241670749,0.6632849616485763,523.3122392699946,1.1049305265690528
1190,81.22249894422592,3.732386063488574,121.11528798463127,22.01164078013891,20.1897013759091,0.2808075438690363,20.052534001897495,0.03661190354106879,886.6237984542203,0.6279804269876934,523.3504196168808,1.0902782167673817
1191,81.29420185402704,3.916974185181082,121.13127994892666,22.111729701034367,20.190668519017287,0.2819487203973742,20.041807748134385,0.04026210206576696,886.5588124762439,0.5807097210005198,523.3589819567787,1.0952446673457428
1192,81.29598607650856,3.912786484344349,121.1390512872757,22.04227238961642,20.21369814342936,0.3225098795938673,20.02847722388458,0.042513673701180935,886.5015727734796,0.5605868042421892,523.350931734084,1.0933358484859077
1193,81.3529220690292,4.003570904903059,121.10486123669496,21.874392125437595,20.21633510854206,0.3212674825287882,20.010709653827963,0.048760150033637706,886.445805552667,0.5267510227784203,523.4542447237312,1.0099659101430214
1194,81.40791882260798,4.082030965212972,121.32754177043488,21.85932360068546,20.218123043322485,0.32302744345372214,19.987883388856723,0.057312883981927,886.3900345065637,0.4883298560289445,523.4600156555426,1.025847886717433
1195,81.39167201727614,4.048981363510803,121.7938240824342,25.343903475478413,20.23428458427294,0.33757881446810667,19.965944871454433,0.0674385420621837,886.3351098188868,0.4708462020080633,523.4742057665501,1.0297050514218655
1196,81.33720818735527,3.6684700980621816,122.06602731707363,25.262738209115106,20.245977380975937,0.3372404990707356,19.947122799569954,0.07440892752073641,886.2775477162936,0.4720080607636635,523.4833858808956,1.035190237843197
1197,81.4349644068972,3.4890530988258543,122.21469783563666,24.571960285863355,20.270059804315476,0.36084756530240353,19.92573437205565,0.08439740391839355,886.2209530585584,0.48800446075483395,523.4930530364394,1.0507355132019127
1198,81.64687408456598,2.9140200474032256,122.15827762769788,24.494907238630773,20.286469575792893,0.3738064091663723,19.907666814523584,0.09265953231032387,886.1672243438076,0.5151511915901625,523.494636822286,1.048733031066352
1199,81.73023402411597,2.842514133434108,122.23661118341042,24.959248869874624,20.284897018996872,0.3744376012742802,19.895187747048748,0.09706146075192434,886.1133711583511,0.5476012550187789,523.507315395042,1.0329824756664692
1200,81.87352631273151,2.8905850362021317,122.33453711573996,24.15698473435987,20.286142901261922,0.37617344155974797,19.882844481406387,0.10160810958494161,886.065976274815,0.5823987820634114,523.483792805606,1.0700592154135402
1201,81.93466558109515,3.0903066756290967,122.5084108424804,23.80236657595788,20.30907784089038,0.3890165257278214,19.872398422081474,0.10696741516253254,886.0113650393562,0.6100082217345479,523.4443851016774,0.9621621301540499
1202,81.88785873455825,3.0687164416033985,122.45716966234173,23.21996014336857,20.35490397111609,0.40802628889041187,19.863158105388667,0.11088842125602115,885.9691772480714,0.6372037512065093,523.4902369897899,1.0211093167760479
1203,81.91588150357887,3.1135140906625094,122.4515709746193,23.196788332749005,20.365978775526074,0.41166842622495514,19.853465649140507,0.11417689608149247,885.9267370739332,0.6669576030652977,523.5174210577867,0.9992837782134393
1204,82.0269723336324,3.241264881463996,122.78771657268744,22.72277391833483,20.390795065446884,0.4214281382906137,19.84410456975411,0.1183273112621828,885.8809923744986,0.7282638345203001,523.5544044800523,1.1368264666045933
1205,82.07396631389064,3.337934511632191,122.74543563162077,22.426164722784236,20.42342673130892,0.41091227723299606,19.83589813749131,0.12167808730945784,885.8389741277158,0.7898488549684992,523.6074417655451,1.0036471577371673
1206,82.0964267755066,3.4002575271097197,122.57647025291328,20.675443891780738,20.428104896341015,0.4122180694456577,19.82698485264417,0.12590599405458927,885.7844798884615,0.8657250656928688,523.6331976852206,1.006056295883877
1207,82.14458901226467,3.4891142186782873,122.63160182216333,20.605625081364717,20.477948053563782,0.32185014890748403,19.81764614117131,0.12714591234957118,885.728175563439,0.9594657178602917,523.6603580331252,0.9810006621284968
1208,82.21708060711913,3.675715275771654,122.63821928719724,20.5624742935132,20.470706215179558,0.32745746541113124,19.80755719140452,0.1281353708142766,885.6576684233552,1.0724046932036533,523.6230102580907,1.0400636196546993
1209,82.27773140024597,3.626753803151623,122.6460056453595,20.503169193387365,20.507554607902694,0.2814983332165086,19.793801056181756,0.12510634763959594,885.6016490153637,1.1362259877496816,523.6347904600066,1.039905613874605
1210,82.38778789277455,3.3095013646138316,122.84611342852396,21.16221984237768,20.541408121009958,0.31437402322073604,19.784199481253133,0.12134060267960807,885.5457907169105,1.2093825189896068,523.6599796909177,0.9933185931495959
1211,82.45148465514238,3.57117470392733,123.02813197460117,23.549219646076654,20.55265129092243,0.31833335673489727,19.775066387773276,0.11795270261089967,885.4824629715717,1.2886099745239958,523.6717384070009,1.0054822535015426
1212,82.46727945419993,3.6361013003716565,123.41912310654317,27.07782960659456,20.57258666995287,0.3376288872462915,19.762130670989585,0.11207244335092437,885.416695093199,1.3888924506420977,523.7336770988063,1.040467925208215
1213,82.59180859864,3.270713155852512,123.56905751503032,28.66324817107102,20.585897873287553,0.3468990202247722,19.75309264305976,0.11042994762047377,885.34422161687,1.5147070829307474,523.747578445271,1.035677296627366
1214,82.64031107512864,3.360572539444723,123.73760712301964,29.258998569776214,20.620111949148612,0.3413021102659248,19.742486659501854,0.10723251486930799,885.2683077809578,1.6587457494909614,523.7835587028393,1.0355628040481455
1215,82.7717732066975,3.3075760781264654,123.94571945926819,29.110964405145392,20.657884893820693,0.38807262179650875,19.73177955580957,0.10381115564187339,885.1810995326756,1.7856638383277184,523.7830094155087,1.0351937519301355
1216,82.83251796576705,3.3725081741900147,124.16109609376484,31.05914845935004,20.68084018910654,0.3774161589336965,19.72048942560969,0.09979463807165997,885.0927737245694,1.8768122297796037,523.830144672635,1.0587262972665048
1217,82.97620634020711,3.0243123501585654,124.267788474691,30.789025158512473,20.704604341606828,0.36543245700492066,19.710569802607807,0.09583417609042709,885.008911327552,1.9196970300004321,523.9575901924335,0.9424143108397626
1218,82.95892841808327,3.0547708459502383,124.63552850731132,33.04861522496118,20.73721016741373,0.38424568625052113,19.69971413651636,0.09025979571822863,884.9151436132098,1.9736589346821707,524.029604137793,0.9517032353866474
1219,83.03530168802796,3.178475758387134,124.75999951330095,33.00035971721717,20.761543312805905,0.37953325837656887,19.691626993988365,0.08769088472275173,884.8217033534856,2.0070516475260263,524.0360255050766,0.9462331722057523
1220,83.08192923193161,3.2585102111383146,124.9147814607729,33.1825049233818,20.79040600020992,0.36171029150749384,19.685048667929937,0.08586053637336728,884.7269752801253,2.0222818002435687,524.0968477998557,0.9718304730160775
1221,83.1789296186127,3.599769354996846,125.09409556985098,32.74134329219429,20.818246038129818,0.3808155393695735,19.673171756234694,0.08055150740811479,884.6298318267883,2.0626404796436804,524.0990187730174,0.9744012434446564
1222,83.25671919609242,3.645922878400211,125.41901889285774,33.12394066377716,20.837162068306625,0.38919609332424204,19.660198995308683,0.07471474831167246,884.5218369069064,2.0463096520312813,524.1640810798173,0.9645606422317976
1223,83.37292837130391,4.218620495822741,125.5415139646473,33.099758988125046,20.866369286231883,0.37487809603684424,19.644925811524995,0.07256935588234432,884.4264409732419,2.047814220540534,524.1520304544872,0.9746654765413297
1224,83.5048229682061,4.292253781978195,125.69571997346871,33.48676604779165,20.88719526315213,0.36970545505112157,19.627862390316942,0.070604130604016,884.3354141111569,2.00736232942347,524.154108898621,0.9755076817575846
1225,83.54278450450937,4.2878284384371845,125.66993068894624,33.60666964209036,20.903125326946384,0.36193800646655355,19.610935878934484,0.06502267948760528,884.2445956307718,1.9563618900494684,524.1741686868561,0.9765421752563043
1226,83.6074243304838,4.071897638708868,125.75162983453842,33.65886762164757,20.912131920572946,0.3545656195156547,19.595073359893828,0.057762974134889115,884.1557720385823,1.9208447102696595,524.1849201909694,0.9772008432204508
1227,83.67216575824936,4.166884425548392,125.86396589407072,34.996176312298914,20.947076414259854,0.3751177932201594,19.580898137602006,0.049657329847572436,884.0707191852495,1.933106554614305,524.2134235937706,0.9731501875005535
1228,83.7751432221608,4.171544656314815,126.0295220062401,33.335423570860854,20.9634954523125,0.3747147079272238,19.568754569274596,0.04234379241666964,883.9838094782191,1.9354580126010354,524.2257249014104,0.9715252080214627
1229,83.78300426250962,4.155732528670285,126.01118965206193,33.19021315280017,20.958610707006578,0.37565670197162165,19.558172476424545,0.037399755372527606,883.8995772028088,1.9524115376720859,524.2483279149427,0.9454058482871185
1230,83.88884816874491,4.138811902238707,126.28564484788323,31.258917816124097,20.999253042491333,0.41908234189299276,19.548801079937938,0.03563776281522485,883.817940616622,1.93851788117198,524.2546650576053,0.9421084944697845
1231,83.98395466275642,4.072625483570684,126.24876346537911,31.132501004730813,21.029611100798203,0.4146062583945529,19.54045795959603,0.034725753833090116,883.7358997591609,1.9607736612182363,524.2640569629989,0.9290643731899261
1232,84.09960720416716,4.12570630629698,126.44844590900307,32.7153087366911,21.054623770919765,0.4162736432934046,19.523296271090178,0.03517469902571509,883.6445951080735,2.057160732882491,524.2959950863716,0.9213848827378612
1233,84.33332356019532,4.534188244159813,126.69920476401441,32.69152379045212,21.074325585374876,0.390925481918068,19.5092684308588,0.03378179171310489,883.543821868144,2.1691959453396974,524.3264561765584,0.8876334025085537
1234,84.33278611702698,4.534903236013027,127.18277294457862,28.735505406968183,21.114327482004978,0.3866817708742562,19.49597613389744,0.03176292523872716,883.4405219147368,2.32134135474265,524.3400138184226,0.8732629616862662
1235,84.47069325568067,4.865544141282658,127.59037589666038,27.39018359359216,21.130184371913334,0.38666321550872645,19.48743818516641,0.03068372042728831,883.3301323973255,2.4580069640739746,524.299872932481,0.8816878127880481
1236,84.64474101344494,4.625846953577293,127.81144577676406,26.407367402445384,21.181956790643643,0.29166459633592834,19.47786035226637,0.0295961150868816,883.2209575539232,2.551184208874966,524.3354809639058,0.8862677755340987
1237,84.75071149658216,4.420589951909155,128.08045355127848,28.76052433790869,21.214294728763853,0.2948501563021337,19.46587736198956,0.030184413765748597,883.109872134721,2.5937934153059943,524.3502041548693,0.9078153478062186
1238,84.88083059314184,4.2881511542927075,128.17002945271852,27.816395166025252,21.23252125485412,0.3045849481953498,19.454929499747028,0.03040877637750377,882.996155839229,2.649840834759918,524.3409850392477,0.9130900011998089
1239,85.0076486829992,4.6413912982318575,128.31828805038393,27.446466079752195,21.245325137339723,0.3011359725449966,19.445514655287862,0.030619496572988975,882.8828697627673,2.746231087736565,524.3581165324755,0.9172010378983209
1240,85.1277938411682,4.625496036070195,128.53781710969062,26.776435503995295,21.24930537747998,0.3002182771943302,19.43698539921317,0.031104862910755083,882.768369842694,2.7894266169801063,524.3615059441677,0.9159747414689046
1241,85.12243334870409,4.635853525649378,128.50958484992233,27.043758185222977,21.274690382879417,0.30877479901749494,19.42951324894847,0.031223624862445835,882.6536552901573,2.8493111428079603,524.3954604268655,0.9383815789296706
1242,85.29421883192313,4.382012298193273,128.95355933326545,26.42563932969677,21.282906143616493,0.31829061433107547,19.421148812506136,0.03148523125267447,882.5375206232516,2.9032290348231395,524.4171972237427,0.9120746486608345
1243,85.41618828014147,4.68648571886646,129.05876376436933,25.6306279529172,21.348884064696858,0.36994619074954804,19.41770225061923,0.03220586379315066,882.4152984395466,2.94193021287291,524.3930157988357,0.8834340643509884
1244,85.49694160512949,4.6892307615908955,129.18013049106594,25.795284995739873,21.353113816093426,0.3656215357918055,19.41855510755876,0.03194171378197125,882.2899572137031,2.9738920370523823,524.3944866963249,0.885213959219162
1245,85.6607758273619,4.858879657995688,129.17165821608893,25.66574798652891,21.375430419664994,0.37769375906112024,19.423814108980107,0.031003503268401216,882.1652943604425,3.0244606592301975,524.4052332574172,0.8813508915465689
1246,85.80178079063958,5.209974128192302,129.48943106137622,30.336798296615036,21.391790061300895,0.36245773125027375,19.42876008742607,0.03102250495123931,882.0521740905556,3.0427804050029446,524.4140891067998,0.8779678191793663
1247,85.96996278390206,5.63878594414863,129.5131855514736,30.07855107739426,21.404476691844625,0.3691749026784223,19.434060362202132,0.029659389939794084,881.9329883168995,3.109996172694093,524.4104871008778,0.8778538422016255
1248,86.07723872781648,6.1132754802248215,129.8099176969889,29.59525754567279,21.42302394578269,0.3739212744081861,19.437420158859606,0.02889962200634151,881.8079929716826,3.210012513773014,524.4428129485359,0.8313704133149785
1249,86.29211327082754,7.226860406199588,129.91128271979764,29.54021127250844,21.472477679164687,0.3576001223434245,19.435755702496703,0.02910884684584018,881.6831491390678,3.3037615124981565,524.470979753834,0.8001275964111555
1250,86.41068471824615,7.749895287834033,130.2360473942248,28.721552145999244,21.503916002901807,0.3766637186055298,19.437366418862798,0.02912084354808557,881.5600990943536,3.3421415022000054,524.5287843945773,0.6916408213611638
1251,86.50253159391164,7.913496746761264,130.49298025690396,29.67994439128312,21.54108459628152,0.41854195949837675,19.438894105004273,0.029012157965360042,881.4351837285468,3.391817496184906,524.5497855952276,0.6833366189695939
1252,86.70377376517914,7.665028839860095,130.68218514090978,30.032727439136977,21.55706601027162,0.4358725897718448,19.438818518641312,0.029013993732800763,881.3102352068897,3.360380194473096,524.5558565096404,0.6937749250335302
1253,86.83270018795332,7.623110601235591,130.89033464195717,29.505934790627254,21.598792704905193,0.45832787908828676,19.438300947417016,0.029015838680064274,881.1781045328356,3.361462020152541,524.5584379319566,0.690073523502022
1254,86.91074945155832,7.68550036007404,130.86933100374654,29.55191182568516,21.637276248044568,0.5003891910236365,19.439833815985153,0.029005707676640728,881.0534168569972,3.3943883775329597,524.5764163796912,0.7695037779928404
1255,86.98153890387593,7.549248343561267,130.96343561070083,28.895720731919436,21.667830198673432,0.5113818153921332,19.43844226638751,0.02911691405351891,880.9293590716022,3.3947644527893717,524.605581621254,0.7584669656565568
1256,87.0966149063651,7.512653535361634,131.2736768690221,28.991571519541257,21.71597914602002,0.5301805536708467,19.43840086301288,0.02912226038951786,880.8074514798163,3.43183081542492,524.6414581511133,0.801185247490881
1257,87.2507409705499,7.798277651313487,131.42482874449072,27.69331006176838,21.752612420033387,0.5296010820376612,19.437484590668006,0.02900456623045028,880.6901058350647,3.467632620372172,524.6766935797968,0.8080574194581697
1258,87.31935179124449,7.7541232011239085,131.78393379484567,25.478898420464464,21.80571015650572,0.4713191571939327,19.43634026251532,0.02889526821642854,880.5796315746145,3.524305501402228,524.7438970621163,0.6575874435577931
1259,87.47745779262063,7.729071313874945,132.24511796345348,24.179813843992992,21.835458689521193,0.4544606618829962,19.438006134643974,0.02947031563636745,880.4598202096639,3.486180877767509,524.7784360480706,0.65893666440693
1260,87.60222587704715,7.538365139783155,132.2455453256609,24.17730890045708,21.855254839610094,0.474507820909448,19.43457408740001,0.027936064621402475,880.3382167367824,3.462253879843229,524.8220633777411,0.6287806849854303
1261,87.69839636142662,7.691252751454325,132.41974018554544,26.28744792062475,21.892316939913545,0.47854920123355,19.43049423948481,0.02628298008820685,880.2177354531303,3.4553936699988563,524.8338678450986,0.6271870227185963
1262,87.81841635356412,7.718331918524469,132.52480987837194,27.911743159422496,21.919560587430336,0.49580881790978487,19.429465621968376,0.025837416124730873,880.0962463002118,3.48910982553838,524.8762362038568,0.7769553094489056
1263,87.96473470270966,7.709797252456282,132.64137234639102,28.56704326013724,21.961026955964627,0.5253964734995024,19.42964720078878,0.02590993371274575,879.9860627174338,3.506596907097217,524.9255977756053,0.8023837540195498
1264,88.18634124435947,8.70524418291557,132.72311915201624,28.39361261422758,21.99841092297594,0.5508084454435638,19.429378188451473,0.02580335842225895,879.8835335137684,3.510642378914204,524.9062955604426,0.8313365355187476
1265,88.27842583636493,8.679834942626504,132.94217661715382,28.99254002283487,21.99649145597553,0.5502419956852272,19.427157048947098,0.025158618164397146,879.7840210671977,3.508654172861335,524.9515915332194,0.8592745483878355
1266,88.41192556802908,8.63538756151323,132.99124979324125,29.20588042743772,22.01900042876608,0.5305237761935017,19.42412614564682,0.02443623088562899,879.6762285678908,3.5090511478562694,524.9550692819995,0.8618523911490101
1267,88.53206323502381,8.596310004229302,133.15642702653903,28.09237161140633,22.05757483851867,0.527831694784054,19.42405717761758,0.024402822452770062,879.56652477301,3.4329885244866807,524.9621993581707,0.8888074112864975
1268,88.67654791764902,7.6172438081919465,133.19049157691424,28.393678399266776,22.07033062308936,0.5297507840943236,19.42438317604551,0.024581985143224194,879.4655765469973,3.371988870522006,524.9459831687798,0.8723379233230498
1269,88.83793124183256,7.939175014479068,133.30845629178808,27.74829526957016,22.103771033714068,0.5305540352912441,19.42678650390702,0.025973172010596277,879.3565174103198,3.3230724053446123,524.9316066297113,0.9170010627731604
1270,88.9473542430886,7.695385749535956,133.3670366421529,27.438695312515996,22.13117812063409,0.5172792207588449,19.427921130145556,0.026578063809783333,879.2439385155234,3.274214055584463,524.9169720392031,0.9019764651291433
1271,89.10379009549459,8.386462759709621,133.5141931616133,26.99423926920849,22.156598137334232,0.5343055552113412,19.430825226162412,0.028026844304726347,879.1306604997778,3.267973444594096,524.8989359018432,0.925033769429911
1272,89.21356039706755,8.171149260581009,133.43470809549902,27.238365765219914,22.17801319948907,0.5293130131747539,19.43414513867292,0.029472306036814593,879.017670545963,3.2561800474486438,524.8806959875491,0.912445182061552
1273,89.3095009390049,8.518069344597604,133.76204550683656,29.26316216833847,22.21792488931901,0.5408434955584618,19.439636023843256,0.029919909996143686,878.8929782802219,3.253919975999377,524.9098173222502,0.8695765681845516
1274,89.49499406633626,9.367883542271693,133.98066811495642,30.28833115361745,22.245215567299233,0.5256066604953024,19.44532472209807,0.029524950015001168,878.7672603954027,3.1641360781159373,524.9391543403129,0.882300633639352
1275,89.68434087686255,9.197750980123264,134.22510279272174,27.678312391186896,22.289764850936795,0.5165814598301824,19.448342396073407,0.029441318749042576,878.6409661547107,3.052471298295493,524.9606884972499,0.8945766655453851
1276,89.85232265280462,8.50712531923414,134.40317116793966,27.025599009071552,22.323323173755263,0.46618342410280295,19.45429264095643,0.030997315696064492,878.5162418452101,2.930594094647624,524.9945778037019,0.9186415559295724
1277,89.96273869747624,8.243504823284633,134.58511693662513,28.69798594694053,22.336034562725764,0.4682460371785335,19.46252243191857,0.035383175302774364,878.3958392392709,2.8199768819483766,525.0198835926615,0.9427872267961366
1278,90.0173494445491,7.986666085915692,135.0087893453397,29.532480591908275,22.382646067958586,0.4834356577600112,19.466553755175813,0.03704990200431805,878.2799590410851,2.676578694000017,525.0809187181048,1.059607939442741
1279,90.21455043147762,7.102908500875068,135.23513581174305,29.5232566482461,22.447992986765424,0.4784738672404702,19.46990277462856,0.03802959461908032,878.1619409351343,2.54028922581923,525.1080890926659,1.0496618082459106
1280,90.3047644402948,6.808218607287414,135.42732205365238,29.14483651202349,22.474940460272183,0.5186622837910152,19.475417908187435,0.03889117951296464,878.0435418490448,2.3376773723581756,525.1475298892208,1.05072250548116
1281,90.46230257931096,6.656462249454783,135.53742210061446,27.86292407548265,22.517492164287468,0.5419973553871329,19.48162009136951,0.0397284781954553,877.9346374617921,2.141810878271335,525.2016065688904,1.0497250508872316
1282,90.58340719049244,6.573109952768682,135.61952313584695,28.147557473927005,22.568095920822298,0.5856196781859374,19.493751107238253,0.03739156006206172,877.8481570397386,1.9940974131124631,525.2025326113054,1.049312566194974
1283,90.65354133450688,6.866622759210921,135.6732993906818,27.982312305861857,22.629805710578758,0.5692961504905852,19.50729757011377,0.03883961002929365,877.7698500165939,1.8720921711808063,525.2001101592956,1.052931706171561
1284,90.82178386683226,5.883311773315479,135.6844188146813,27.97370458889168,22.645033228949643,0.562635181588367,19.51948958580939,0.0397389345993435,877.6957989884636,1.7808316834972604,525.2382793918708,1.0441945289507752
1285,90.91106702246549,5.954351454629522,135.92163681334745,30.92043208266277,22.69638765089064,0.5763913435120037,19.533604236778885,0.04453544640073881,877.6219745911918,1.7033224746496256,525.2802744724113,0.9588484502320157
1286,91.06123157974415,6.261438466664113,136.12685638584594,30.985555641221932,22.74772258758115,0.5881863331688465,19.5506693115773,0.05092040375707178,877.5448659335126,1.6062540326792496,525.3051180710416,0.9892334907273043
1287,91.24215708166757,6.176269717450267,136.20451530448096,31.735713371115885,22.7616842226673,0.5781903957395998,19.57082104084863,0.05467462405647392,877.4669887979119,1.4874558715890076,525.3263019731761,1.0169857397776467
1288,91.31763855462606,5.895471240689148,136.58873723283077,30.488141252576213,22.790730236488013,0.5717127419929684,19.589315042198226,0.05689944999539965,877.3933684345974,1.3825975912634616,525.3848465426234,1.010152341842399
1289,91.46253687668658,6.401702279296244,136.8087773135395,30.277189948333138,22.85338154741568,0.5936095127117235,19.606145403724796,0.05782384041937903,877.3260097126112,1.2936863013077162,525.387078901965,1.008171781047645
1290,91.56595981737829,6.207066246688751,137.02440869139602,30.671015691635677,22.90361968955297,0.5537571754184814,19.627136066214995,0.06246151243905643,877.2466786720595,1.2113362717394687,525.4065029413218,0.9826459588212961
1291,91.73242492171622,5.037313734901633,137.42491591817915,27.373984520669005,22.927997538873583,0.5415893896564193,19.64899853285101,0.06902702981076439,877.1740791415194,1.1280710542379564,525.4142869802055,0.9879662099708632
1292,91.85975460747628,5.080465552614941,137.46630129930466,27.60521585220432,22.973432332544498,0.5635542700550856,19.672405840033928,0.07501621243474087,877.1050335335848,1.0436617788765108,525.4406480009249,0.9658167609149417
1293,92.07896155178338,6.4844845352825065,137.80690801398165,26.779412609536724,22.98234464884631,0.5743562594336096,19.691023849816098,0.07556882823289571,877.0379705019925,0.9728185080458369,525.4796197100293,0.9574726699541599
1294,92.23401043752449,6.235074402462291,138.0184780051274,26.86358734467697,23.03882901332093,0.5002661569647813,19.707715351616383,0.07575970514165556,876.976723118653,0.903369409696278,525.5242125310266,1.015385491183641
1295,92.35580726687141,6.466765986651041,138.17987420648126,27.65135914546686,23.08409996341305,0.5240623434291125,19.720316478464614,0.07746356948588731,876.9169285340349,0.8459423354283514,525.5506293333316,0.9946500679447348
1296,92.49849370416048,6.937481387150479,138.17732152314926,27.61887689495062,23.142509987742258,0.48629860832993715,19.73182140792124,0.08012551330332507,876.8559047658108,0.747636596935431,525.5532999942147,0.9889744865059759
1297,92.56494095805736,7.001112546094812,138.76901712620162,28.93189838235613,23.183751167483134,0.47305409841068574,19.745531075472183,0.0812996549477192,876.8016810620387,0.6865284806728704,525.546534564961,1.0080462338005325
1298,92.6910943055252,7.361195937213976,139.0387816612376,31.20122180223562,23.229741366565985,0.46797028522423284,19.759252576047444,0.08128774438999466,876.7548957348253,0.647801040230629,525.5495499016985,1.0022465393180848
1299,92.71069912868694,7.436621812588033,139.37515119681774,32.114844880712134,23.261104159025273,0.4718763690442231,19.775328969893454,0.08023791674337434,876.7110318997339,0.6095804424875845,525.5505595490563,1.0003771288633532
1300,92.84114968323081,7.959084721953829,139.58929709072154,33.35122043227532,23.303199621387524,0.5012157208492563,19.790462392169704,0.08258262100081104,876.6636151187433,0.5592803095574569,525.5836568109761,1.0196747051318324
1301,93.00567312142734,8.232819118754113,139.7708331464797,34.638249555957586,23.31415708605256,0.5005238686624105,19.80538266022933,0.08308644097867142,876.6206150399306,0.5186690707768256,525.605946961704,1.0120784605042519
1302,93.1418443576012,8.610691590477645,139.93417579389694,34.79239128366861,23.348663529069015,0.5013146453141218,19.81885066854321,0.08170252222984001,876.5733787100703,0.46137079537546294,525.6175604511044,1.0174273372209204
1303,93.29962004465527,8.78963573103492,140.27239232025207,36.933519971154496,23.373689806573083,0.5089385329602044,19.831417291180628,0.07946887871962884,876.5297837405983,0.43508608399755444,525.6750722167795,0.9834564934252749
1304,93.54666245398974,9.781618732195446,140.64578431307217,35.529750270669005,23.402116661906597,0.5343745301370941,19.84125800196667,0.07713584142104989,876.4783470411176,0.426773147521214,525.6805566823112,1.0018243677151144
1305,93.75476002668964,9.494733268306264,141.03818254236464,34.5849534394676,23.427507945869205,0.5246669119429045,19.85294585541566,0.0726106174073795,876.4353425393879,0.3954851271238908,525.6962281704584,0.9966462940505872
1306,93.93820545143113,9.681850268686174,141.16432720231847,34.86255859982121,23.47010826113561,0.5857973447306318,19.868662416952947,0.06960277705806824,876.3956011147579,0.374177065305162,525.711666684056,1.021407555104566
1307,94.0749606477542,10.05783972214841,141.39988209833152,32.71186985485167,23.500012740932256,0.5799951567363426,19.881821910863906,0.06776907019009985,876.3591125861851,0.3461724963778505,525.7290614262762,1.033833565602288
1308,94.22522021035208,9.533886572953522,141.7082268042568,35.04962545045202,23.550225283839968,0.6106307713801745,19.89343775999574,0.0643998078001145,876.3228687491211,0.31846760094903154,525.7155109087241,1.0550660314493616
1309,94.33632709360914,9.481805285517229,141.82885442601028,35.88934773192842,23.602375494215835,0.6121281839525489,19.900511987797135,0.06335809743064374,876.2818396154038,0.28897017496163907,525.6968107515365,1.0752882417201164
1310,94.46542413620067,9.14895533781559,142.14924022443932,32.88460249068197,23.640455329756065,0.6251106131783102,19.912477271626834,0.06243443540406203,876.2337620966438,0.28940126062355354,525.7032318470237,1.0754552217031965
1311,94.59142423488552,9.008846310325264,142.29202042852248,34.04202173161839,23.679337895676472,0.6382780938997805,19.92489499161268,0.06042819930252779,876.188204113744,0.29461607386631344,525.7306939040632,1.0769411649996952
1312,94.73107499106273,8.923197731875515,142.39399883254006,34.64150582122974,23.697148068281894,0.6257190166629766,19.934147009956142,0.05888549438062008,876.1463280665002,0.31430567654344543,525.7124407485242,1.0222386884690888
1313,94.87321444728353,9.002185069163207,142.75490797676815,38.10339698084053,23.720733199975825,0.6356956335597312,19.93987144150045,0.0569682767783817,876.1016072048799,0.31733496258166605,525.7062023861089,1.0155916817803903
1314,94.93230027753161,9.290517718084086,143.02152085029428,36.72324527352578,23.784285732557816,0.7762507947836458,19.945385776877536,0.054854167101738405,876.0558823011651,0.305169631922366,525.7241729648019,0.9581035005685555
1315,95.13466414888624,9.46599833721045,143.25413115566528,37.827541572277724,23.84135979011695,0.7422505013046872,19.950241941980206,0.05176766711366467,876.0121420970158,0.2847957336710825,525.7158080641414,0.9506868047635227
1316,95.3489272443588,10.180635792170651,143.62230085686232,39.397741711988274,23.90030092573808,0.7114471989378194,19.95669691390217,0.047480522076333916,875.9757171096367,0.2752097556405225,525.6976503110421,0.9787457885099778
1317,95.5622937489671,10.700816516532972,144.00084284447723,39.05165503895751,23.92024193769628,0.6934068903025434,19.958648042508962,0.04648835911491626,875.9354907481384,0.25409025201676283,525.6808340026066,0.9485565559649538
1318,95.79280623901208,10.221593315279543,144.2838290793844,39.797541479112994,23.968002467385062,0.6647952310137379,19.955774320749768,0.04840841094315079,875.8861799042941,0.23951544763315324,525.7185808479115,0.970919950808078
1319,95.88483164020933,10.264995905855523,144.56374886520297,37.56504697515341,24.00589811706529,0.6566957727295174,19.955074421676912,0.04869924489678629,875.8439357425111,0.2409649258416809,525.793879625948,0.8454250290492183
